latitude,longitude,elevation
36.58297202373701,-123.20345303939719,88112.85292725172
36.77456832312214,-123.08156540233998,57547.24853440933
36.89758111082399,-122.94191399883823,35402.965506458655
36.9121340316793,-122.88821447396172,35035.4179497743
36.971407928523185,-122.85149113093159,41795.940619887784
37.0316384451588,-122.81850937955002,33872.13086464256
37.04208788254211,-122.82184778371803,45211.06841510255
37.01748310678597,-122.87609393772185,48452.62634833157
37.001237348084715,-122.91921407221666,8630.206835070625
37.067444008068904,-122.79550527664648,20206.764542053454
37.06315368253405,-122.87781945261882,14183.261982643045
37.04072215574881,-122.9791818933689,15436.475639198907
36.96965308564621,-122.93774718090454,23776.551796342246
36.97345041374698,-122.9467797004319,28504.69147668872
37.03491561646734,-122.72216694933516,8014.5838757818565
36.98936836175849,-122.62731677782638,3865.249557713978
37.28876536851956,-122.53238490021849,-22821.692565239966
36.99411952690756,-123.10557966493157,35637.953363746405
37.17060722982359,-122.72352748813994,3294.175794215873
36.80464372200493,-123.0266404986494,39267.90075546224
37.02169217759017,-122.80007084407227,20290.79476394318
37.089386156293735,-123.14622911122156,-540.2327833659947
37.01523902434712,-123.2246524563457,28789.903159076348
37.125641802099906,-122.86841456776838,2263.3006986612454
37.10718726943297,-122.70872898251625,18280.21061277669
36.71854968404169,-123.15393292806273,35063.331365450285
37.22348007478874,-122.61362985191742,-9441.658895431086
37.111910150286036,-122.8110701218562,-1721.4488366562873
36.97168038390911,-123.09456284829164,84487.57927823905
37.02169667059232,-122.98889016283192,32785.48746700026
37.26717006818045,-122.5930970683052,-5120.794808356091
37.02511920914155,-122.82203125272322,64172.78784472402
36.749009396161355,-123.0999559737266,-15808.77566382289
36.791466073622445,-123.11919145148603,-18076.54624262266
37.25599410893283,-122.65192174913804,1177.6199832586572
37.158618130842484,-122.75038899326123,-2740.8769689314067
36.97351800475692,-122.98133935347518,37708.51503918599
37.038656403769494,-122.94054402052,49142.85360383056
37.066925514586664,-122.89425353421618,25741.799706401303
37.227886479228104,-122.66360569371196,-3625.7430660333484
37.28322481893017,-122.55040668138541,-20450.826007237658
36.684138836620654,-122.9503195852201,40216.15160476044
36.627269928636245,-122.79679486997709,18683.463836934417
36.398603582245336,-123.06326602979573,155037.0824211398
36.3854879011203,-123.16653438599592,186004.49618631974
36.4981019437025,-123.29286349281236,62217.36359790061
36.73783827706733,-123.2040514829574,-30718.1900631357
36.66028433766685,-123.38010152666395,-23670.433877782896
36.556403459734796,-123.38545870026238,-7046.32953034807
36.55161283155183,-123.46269880026057,15106.21461801324
36.590261615051695,-123.43428098531105,109084.67040618882
36.293520808943725,-123.39297487475916,136787.31906106975
36.25984487187573,-123.29741981753999,116606.94112272095
36.21508740926515,-123.26962568158797,81307.63273978233
36.24368225708345,-123.321430466083,94062.20724792033
36.258752410430304,-123.15142350796711,98579.93468953203
36.11605941509535,-123.1669283661902,92369.26487563271
36.07267787225375,-123.10289563830455,35292.62322023418
35.964524551136456,-123.32494959458693,18352.93256905116
36.35836918376119,-123.05575126240748,20964.890751663595
36.37517607165674,-122.96601554317773,32780.627896199934
36.40206889065202,-123.01271490089268,16232.350887475535
36.13652607330832,-123.04732762405246,5107.21917719394
36.178170599278126,-123.08629126685128,26713.997054678388
35.93876288315049,-123.17315768542588,35274.31495150365
35.666923831749926,-122.86477151847139,59856.19000009354
35.75637211928947,-122.7084709353688,87147.59404465742
35.983702551938414,-122.99624342076284,112960.4908819301
35.97980705185272,-122.94045111308608,1834.1837222808972
36.1218315887542,-122.9703999988807,-18556.221251093782
35.99223206136145,-123.11300582870126,-83758.36957302131
36.27637668416491,-123.04799501071948,-109754.59694936685
36.02352099415894,-123.27570750081036,-45272.233731586486
35.94127561671202,-123.1477511299264,-42959.83249265421
36.35074287768351,-123.02202153298312,-59971.862947017886
36.4058179030214,-122.97334030223408,-96353.5668962663
36.63213019608255,-122.88780669732004,-53239.15510979947
36.62775916354652,-122.88675563961698,-43381.98658097256
36.26464675850497,-123.41866991757529,-3678.3169954186305
35.97372135498209,-124.34405232625897,50449.070742085576
36.33971762624782,-124.00246821036416,32845.85713604372
36.70774932091799,-124.0232414448114,4719.342432348058
36.35944692666047,-124.30572579405262,12.200800377875566
37.17728120455032,-122.98979825905137,18467.638080202043
37.04876254873927,-123.37999094190906,131757.4456954049
36.984489300315836,-123.52569389973186,99006.80174020119
37.104766761579036,-123.9752605638947,39378.01925417129
37.05545265906477,-124.16706784989364,14106.85515305493
36.89102013399105,-123.86605100552815,37082.384817272425
36.723409268403564,-124.05643835564187,-19948.15251364652
36.65434514705525,-124.07251439720112,-10416.952773678117
36.75607054412564,-123.79546940231033,9357.464775947854
36.7741628695769,-123.60375194037286,28468.32584803831
36.96229842096232,-123.3660258573583,59325.0924694445
36.95575472915444,-123.22324117775696,127545.8866748251
36.87962313481995,-123.32560020960959,237490.167415658
36.82553074591851,-123.65462170516355,83611.0711179031
36.600074442544184,-123.98113574524665,95684.3601735197
36.770803867541375,-123.79076360226072,72507.3371842131
36.855675552654276,-123.8061143139417,72528.58570348937
36.62356498379176,-123.74957164664447,81553.04257775657
36.9533871953943,-123.35347616766153,150467.7775236247
36.96203498980422,-123.40863860674645,99210.11661501508
37.1795560128977,-123.37717354394404,74306.27909235004
37.35956688237027,-122.61774187549109,-971.2200268413872
37.285911035753045,-122.36913501995767,31727.238308764063
37.21098381080609,-122.44982347779158,30048.202576790936
37.335762424473536,-122.38365383769316,10360.445560317487
37.57990259378224,-122.51718100469382,77827.25190733
37.457887692935515,-122.79480989015701,67866.85916075949
37.48353181131833,-123.00258648437563,93815.63578560483
37.35700591294793,-123.1212206991517,-3040.3815872278064
37.16929660689479,-123.4475436522959,-67646.09947001655
37.32465016520091,-123.37062229944253,-14406.069220909849
37.21166970927554,-123.14206390316124,-33471.35786070023
37.24138275155068,-122.8489315060313,10080.986650142819
37.146447838739675,-122.75018365589997,28054.66032557562
37.461699671994644,-122.29255939869003,60605.7349449303
37.47590627766802,-122.40543163533154,88102.25618653651
37.494997112079346,-122.45394146351896,92655.12856087275
37.41755358002816,-122.6543258519646,91745.22453343961
37.445904161285,-122.8395736872764,50154.207127317786
37.31573740520293,-122.866170400299,9372.496896194294
37.309817692936576,-123.05737960543654,-2215.1409833841026
37.29551688375871,-123.07460484427394,-1433.165649265051
37.34585847645395,-122.93851209674591,53185.87207496818
37.4751260673752,-122.79219471363166,131612.58611248806
37.57047304512814,-122.2481711479607,107282.77281170525
37.519126259789495,-122.407241869488,78268.94198326953
37.36160686419105,-122.84792530427833,36704.56543218624
37.28804490036649,-123.16860001335034,32615.461682866327
37.330577789345995,-123.01841630981556,34562.25861345604
37.41839208239129,-122.79224404281473,29281.036467320286
37.43357785705978,-122.88565673792648,45945.79878152348
37.38752118168098,-122.70037120869853,63817.80282714963
37.35672604468956,-122.76763794458138,16009.482356282882
37.35296594688291,-122.79288194134074,4231.650188137777
37.42059062629147,-122.60170974198465,52239.66143714916
37.49339651065337,-122.6572724445521,53183.78092687577
37.53541741273287,-122.98579990545123,100465.04729747307
37.42847902466958,-123.10103781668691,91658.1622200571
37.38367113940566,-123.14352951264512,70405.71824598592
37.4438171249768,-123.17331596033587,71792.27771655004
37.4679689230109,-123.03855233167583,90765.3331881268
37.360430467350355,-122.85327862786404,106586.90577141754
